"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 28 20:11:24 UTC 2025","Sun Dec 28 20:11:45 UTC 2025","20912","tests.ui.qube","test_qube_all_projects_amenities","","","","test_all_qube_projects_explore_amenities[firefox-arisha]","
    Единый тест Explore Amenities для всех Qube проектов.

    Использует PageFactory для динамического создания нужной страницы проекта.
    Каждый проект имеет свою реализацию доступа к amenities (инкапсулирована в классе),
    но проверки одинаковые.
    "
"skipped","Sun Dec 28 20:42:19 UTC 2025","Sun Dec 28 20:42:19 UTC 2025","0","tests.ui.mobile.qube.arisha","test_arisha_mobile_client_route","","","","test_arisha_mobile_send_callback_form_on_client_page[chromium]","Тест отправки формы обратной связи на клиентской странице проекта Arisha на мобильном устройстве."
"skipped","Sun Dec 28 20:12:45 UTC 2025","Sun Dec 28 20:12:45 UTC 2025","0","tests.ui.qube.arisha","test_arisha_client_route","","","","test_arisha_send_callback_form_on_client_page[chromium]","Тест отправки формы обратной связи на клиентской странице проекта Arisha."
"passed","Sun Dec 28 20:22:53 UTC 2025","Sun Dec 28 20:23:16 UTC 2025","23094","tests.ui.qube.arisha","test_arisha_building_floor_apartment_navigation","","","","test_arisha_building_floor_apartment_navigation[chromium-client]","Тест навигации по зданиям, этажам и апартаментам проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:46:13 UTC 2025","Sun Dec 28 20:46:37 UTC 2025","23665","tests.ui.mobile.qube.arisha","test_arisha_mobile_building_navigation","TestArishaMobileBuildingNavigation","","","test_arisha_mobile_building_floor_apartment_navigation[chromium-client]","Тест полной навигации по зданию, этажу и квартире на мобильном устройстве на всех роутах."
"skipped","Sun Dec 28 20:11:57 UTC 2025","Sun Dec 28 20:11:57 UTC 2025","0","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_arisha_map_poi[firefox]","Тест кастомного POI на карте"
"passed","Sun Dec 28 20:17:13 UTC 2025","Sun Dec 28 20:17:56 UTC 2025","42731","tests.ui.qube.arisha","test_arisha_apartment_widget","","","","test_arisha_apartment_widget_full_functionality[chromium-agent]","Тест полного функционала виджета апартамента Arisha на всех роутах."
"passed","Sun Dec 28 20:12:39 UTC 2025","Sun Dec 28 20:13:03 UTC 2025","23268","tests.ui.lsr.mark","test_mark_building_floor_apartment_navigation","","","","test_mark_building_floor_apartment_navigation[firefox]","Тест навигации по зданиям, этажам и апартаментам проекта MARK."
"passed","Sun Dec 28 20:21:03 UTC 2025","Sun Dec 28 20:21:09 UTC 2025","5571","tests.ui.lsr.mark","test_mark_360_area_tour","","","","test_mark_360_area_tour[firefox-lobby-k2]","Тест 360 Area Tour для проекта MARK с разными типами панорам."
"passed","Sun Dec 28 20:20:57 UTC 2025","Sun Dec 28 20:21:07 UTC 2025","10544","tests.ui.qube.arisha","test_arisha_360_area_tour","","","","test_arisha_360_area_tour[chromium-client]","Тест 360 Area Tour для проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:40:02 UTC 2025","Sun Dec 28 20:40:12 UTC 2025","10025","tests.ui.mobile.msg.edgewater","test_edgewater_mobile_apartment_info","","","","test_edgewater_mobile_apartment_info[chromium]","Тест отображения информации об аппарте для проекта Edgewater на мобильном устройстве."
"passed","Sun Dec 28 20:13:50 UTC 2025","Sun Dec 28 20:14:05 UTC 2025","14570","tests.ui.vibe.arsenal","test_arsenal_explore_amenities","","","","test_arsenal_explore_amenities[firefox]","Тест Explore Amenities для проекта Arsenal (без routes, только map)."
"passed","Sun Dec 28 20:35:27 UTC 2025","Sun Dec 28 20:35:38 UTC 2025","10859","tests.ui.mobile.qube.elire","test_elire_mobile_building_floor_apartment_navigation","","","","test_elire_mobile_building_floor_apartment_navigation[chromium-client]","Тест навигации по зданиям, этажам и апартаментам проекта Elire на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:09:34 UTC 2025","Sun Dec 28 20:09:57 UTC 2025","22571","tests.ui.qube.cubix","test_cubix_agent_route","","","","test_cubix_download_pdf_on_agent_page[webkit]","Тест скачивания PDF на агентской странице проекта Cubix."
"passed","Sun Dec 28 20:29:45 UTC 2025","Sun Dec 28 20:29:58 UTC 2025","13298","tests.ui.mobile.qube.arisha","test_arisha_mobile_360_area_tour","","","","test_arisha_mobile_360_area_tour[chromium-map]","Тест 360 Area Tour для проекта Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:10:47 UTC 2025","Sun Dec 28 20:11:14 UTC 2025","26796","tests.ui.qube.elire","test_elire_building_floor_apartment_navigation","","","","test_elire_building_floor_apartment_navigation[firefox-map]","Тест навигации по зданиям, этажам и апартаментам проекта Elire на всех роутах."
"skipped","Sun Dec 28 20:18:06 UTC 2025","Sun Dec 28 20:18:06 UTC 2025","0","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_full_navigation_cycle_on_map[firefox-elire]","Тест полного цикла навигации: карта -> проект -> карта."
"skipped","Sun Dec 28 20:14:51 UTC 2025","Sun Dec 28 20:14:51 UTC 2025","0","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_arisha_map_poi[chromium]","Тест кастомного POI на карте"
"passed","Sun Dec 28 20:16:06 UTC 2025","Sun Dec 28 20:16:32 UTC 2025","26191","tests.ui.lsr.mark","test_mark_download_pdf","","","","test_mark_download_pdf[chromium]","Тест скачивания PDF для проекта MARK."
"passed","Sun Dec 28 20:20:39 UTC 2025","Sun Dec 28 20:20:52 UTC 2025","12754","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_full_navigation_cycle_on_map[chromium-elire]","Тест полного цикла навигации: карта -> проект -> карта."
"passed","Sun Dec 28 20:06:25 UTC 2025","Sun Dec 28 20:06:34 UTC 2025","9092","tests.ui.qube.arisha","test_arisha_360_area_tour","","","","test_arisha_360_area_tour[webkit-map]","Тест 360 Area Tour для проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:15:07 UTC 2025","Sun Dec 28 20:15:34 UTC 2025","26980","tests.ui.lsr.mark","test_mark_apartment_widget","","","","test_mark_apartment_widget_full_functionality[chromium]","Тест полного функционала виджета апартамента MARK."
"passed","Sun Dec 28 20:40:12 UTC 2025","Sun Dec 28 20:40:28 UTC 2025","15738","tests.ui.mobile.msg.edgewater","test_edgewater_mobile_explore_amenities","","","","test_edgewater_mobile_explore_amenities[chromium]","Тест Explore Amenities для проекта Edgewater на мобильном устройстве."
"skipped","Sun Dec 28 20:47:10 UTC 2025","Sun Dec 28 20:47:10 UTC 2025","0","tests.ui.mobile.qube.elire","test_elire_mobile_explore_amenities","","","","test_elire_mobile_explore_amenities[chromium-client]","Тест Explore Amenities для проекта Elire на всех роутах."
"passed","Sun Dec 28 20:31:52 UTC 2025","Sun Dec 28 20:32:00 UTC 2025","7871","tests.ui.mobile.qube.cubix","test_cubix_mobile_explore_amenities","","","","test_cubix_mobile_explore_amenities[chromium-map]","Тест Explore Amenities для проекта Cubix на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:07:28 UTC 2025","Sun Dec 28 20:08:00 UTC 2025","31729","tests.ui.qube.arisha","test_arisha_agent_route","","","","test_arisha_download_pdf_on_agent_page[firefox]","Тест скачивания PDF на агентской странице проекта Arisha."
"passed","Sun Dec 28 20:35:07 UTC 2025","Sun Dec 28 20:35:18 UTC 2025","11617","tests.ui.mobile.qube.arisha","test_arisha_mobile_explore_amenities","","","","test_arisha_mobile_explore_amenities[chromium-client]","Тест Explore Amenities для проекта Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:09:20 UTC 2025","Sun Dec 28 20:09:51 UTC 2025","30789","tests.ui.qube.arisha","test_arisha_building_floor_apartment_navigation","","","","test_arisha_building_floor_apartment_navigation[firefox-map]","Тест навигации по зданиям, этажам и апартаментам проекта Arisha на всех роутах."
"skipped","Sun Dec 28 20:10:36 UTC 2025","Sun Dec 28 20:10:36 UTC 2025","0","tests.ui.qube.elire","test_elire_client_route","","","","test_elire_request_viewing_form[webkit]","Тест формы Request Viewing"
"passed","Sun Dec 28 20:15:35 UTC 2025","Sun Dec 28 20:15:58 UTC 2025","23567","tests.ui.lsr.mark","test_mark_building_floor_apartment_navigation","","","","test_mark_building_floor_apartment_navigation[chromium]","Тест навигации по зданиям, этажам и апартаментам проекта MARK."
"passed","Sun Dec 28 20:45:09 UTC 2025","Sun Dec 28 20:45:29 UTC 2025","20016","tests.ui.mobile.qube.arisha","test_arisha_mobile_building_navigation","TestArishaMobileBuildingNavigation","","","test_arisha_mobile_building_floor_apartment_navigation[chromium-agent]","Тест полной навигации по зданию, этажу и квартире на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:46:37 UTC 2025","Sun Dec 28 20:46:48 UTC 2025","10499","tests.ui.mobile.qube.arisha","test_arisha_mobile_explore_amenities","","","","test_arisha_mobile_explore_amenities[chromium-client]","Тест Explore Amenities для проекта Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:24:51 UTC 2025","Sun Dec 28 20:25:05 UTC 2025","13597","tests.ui.mobile.abra.willows_residences","test_willows_residences_mobile_apartment_info","","","","test_willows_residences_mobile_apartment_info[chromium]","Тест отображения информации об аппарте для проекта Willows Residences на мобильном устройстве."
"broken","Sun Dec 28 20:36:06 UTC 2025","Sun Dec 28 20:36:44 UTC 2025","37955","tests.ui.mobile.abra.willows_residences","test_willows_residences_mobile_explore_amenities","","","","test_willows_residences_mobile_explore_amenities[chromium]","Тест Explore Amenities для проекта Willows Residences на мобильном устройстве."
"passed","Sun Dec 28 20:15:01 UTC 2025","Sun Dec 28 20:15:07 UTC 2025","5979","tests.ui.lsr.mark","test_mark_360_area_tour","","","","test_mark_360_area_tour[chromium-rotation]","Тест 360 Area Tour для проекта MARK с разными типами панорам."
"skipped","Sun Dec 28 20:20:56 UTC 2025","Sun Dec 28 20:20:56 UTC 2025","0","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_full_navigation_cycle_on_map[firefox-cubix]","Тест полного цикла навигации: карта -> проект -> карта."
"passed","Sun Dec 28 20:16:04 UTC 2025","Sun Dec 28 20:16:36 UTC 2025","32171","tests.ui.qube.arisha","test_arisha_building_floor_apartment_navigation","","","","test_arisha_building_floor_apartment_navigation[firefox-agent]","Тест навигации по зданиям, этажам и апартаментам проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:38:12 UTC 2025","Sun Dec 28 20:38:47 UTC 2025","34495","tests.ui.mobile.lsr.mark","test_mark_mobile_apartment_widget","","","","test_mark_mobile_apartment_widget_full_functionality[chromium]","Тест полного функционала виджета апартамента MARK на мобильном устройстве."
"passed","Sun Dec 28 20:10:46 UTC 2025","Sun Dec 28 20:11:09 UTC 2025","22852","tests.ui.qube","test_qube_all_projects_amenities","","","","test_all_qube_projects_explore_amenities[webkit-arisha]","
    Единый тест Explore Amenities для всех Qube проектов.

    Использует PageFactory для динамического создания нужной страницы проекта.
    Каждый проект имеет свою реализацию доступа к amenities (инкапсулирована в классе),
    но проверки одинаковые.
    "
"passed","Sun Dec 28 20:09:57 UTC 2025","Sun Dec 28 20:10:14 UTC 2025","17058","tests.ui.qube.cubix","test_cubix_explore_amenities","","","","test_cubix_explore_amenities[webkit-map]","Тест Explore Amenities для проекта Cubix на всех роутах."
"passed","Sun Dec 28 20:34:44 UTC 2025","Sun Dec 28 20:35:07 UTC 2025","22852","tests.ui.mobile.qube.arisha","test_arisha_mobile_building_navigation","TestArishaMobileBuildingNavigation","","","test_arisha_mobile_building_floor_apartment_navigation[chromium-client]","Тест полной навигации по зданию, этажу и квартире на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:06:34 UTC 2025","Sun Dec 28 20:07:05 UTC 2025","30416","tests.ui.qube.arisha","test_arisha_agent_route","","","","test_arisha_download_pdf_on_agent_page[webkit]","Тест скачивания PDF на агентской странице проекта Arisha."
"broken","Sun Dec 28 20:36:56 UTC 2025","Sun Dec 28 20:37:37 UTC 2025","40554","tests.ui.mobile.capstone.peylaa","test_peylaa_mobile_360_area_tour","","","","test_peylaa_mobile_360_area_tour[chromium]","Тест 360 Area Tour для проекта Peylaa на мобильном устройстве."
"passed","Sun Dec 28 20:40:58 UTC 2025","Sun Dec 28 20:41:21 UTC 2025","23689","tests.ui.mobile.qube.arisha","test_arisha_mobile_agent_route","TestArishaMobileAgentRoute","","","test_arisha_mobile_download_pdf_on_catalog_page[chromium]","Тест скачивания PDF на странице каталога Arisha на мобильном устройстве."
"passed","Sun Dec 28 20:13:29 UTC 2025","Sun Dec 28 20:13:46 UTC 2025","16783","tests.ui.qube.elire","test_elire_building_floor_apartment_navigation","","","","test_elire_building_floor_apartment_navigation[chromium-map]","Тест навигации по зданиям, этажам и апартаментам проекта Elire на всех роутах."
"passed","Sun Dec 28 20:34:34 UTC 2025","Sun Dec 28 20:34:38 UTC 2025","4485","tests.ui.mobile.lsr.mark","test_mark_mobile_360_area_tour","","","","test_mark_mobile_360_area_tour[chromium-lobby-k1]","Тест 360 Area Tour для MARK на мобильном устройстве с разными типами панорам."
"passed","Sun Dec 28 20:13:55 UTC 2025","Sun Dec 28 20:14:45 UTC 2025","49276","tests.ui.qube.arisha","test_arisha_apartment_widget","","","","test_arisha_apartment_widget_full_functionality[webkit-agent]","Тест полного функционала виджета апартамента Arisha на всех роутах."
"passed","Sun Dec 28 20:12:15 UTC 2025","Sun Dec 28 20:12:39 UTC 2025","23861","tests.ui.lsr.mark","test_mark_apartment_widget","","","","test_mark_apartment_widget_full_functionality[firefox]","Тест полного функционала виджета апартамента MARK."
"passed","Sun Dec 28 20:08:57 UTC 2025","Sun Dec 28 20:09:20 UTC 2025","23369","tests.ui.qube.arisha","test_arisha_apartment_widget","","","","test_arisha_apartment_information[firefox-map]","Тест проверки информации об апартаменте Arisha на всех роутах."
"skipped","Sun Dec 28 20:11:14 UTC 2025","Sun Dec 28 20:11:14 UTC 2025","0","tests.ui.qube.elire","test_elire_client_route","","","","test_elire_request_viewing_form[firefox]","Тест формы Request Viewing"
"passed","Sun Dec 28 20:13:03 UTC 2025","Sun Dec 28 20:13:14 UTC 2025","10830","tests.ui.lsr.mark","test_mark_catalog_navigation","","","","test_mark_catalog_navigation[firefox]","Тест перехода в каталог квартир для проекта MARK."
"passed","Sun Dec 28 20:44:33 UTC 2025","Sun Dec 28 20:45:09 UTC 2025","36282","tests.ui.mobile.qube.arisha","test_arisha_mobile_apartment_widget","","","","test_arisha_mobile_apartment_widget_full_functionality[chromium-agent]","Тест полного функционала виджета апартамента Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:34:23 UTC 2025","Sun Dec 28 20:34:34 UTC 2025","10877","tests.ui.mobile.qube.elire","test_elire_mobile_building_floor_apartment_navigation","","","","test_elire_mobile_building_floor_apartment_navigation[chromium-agent]","Тест навигации по зданиям, этажам и апартаментам проекта Elire на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:08:15 UTC 2025","Sun Dec 28 20:08:43 UTC 2025","27710","tests.ui.qube.arisha","test_arisha_apartment_widget","","","","test_arisha_apartment_information[webkit-map]","Тест проверки информации об апартаменте Arisha на всех роутах."
"passed","Sun Dec 28 20:29:03 UTC 2025","Sun Dec 28 20:29:13 UTC 2025","9488","tests.ui.mobile.msg.edgewater","test_edgewater_mobile_apartment_info","","","","test_edgewater_mobile_apartment_info[chromium]","Тест отображения информации об аппарте для проекта Edgewater на мобильном устройстве."
"passed","Sun Dec 28 20:34:38 UTC 2025","Sun Dec 28 20:34:44 UTC 2025","5423","tests.ui.mobile.qube.arisha","test_arisha_mobile_360_area_tour","","","","test_arisha_mobile_360_area_tour[chromium-client]","Тест 360 Area Tour для проекта Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:45:51 UTC 2025","Sun Dec 28 20:46:02 UTC 2025","11771","tests.ui.mobile.qube.elire","test_elire_mobile_building_floor_apartment_navigation","","","","test_elire_mobile_building_floor_apartment_navigation[chromium-agent]","Тест навигации по зданиям, этажам и апартаментам проекта Elire на мобильном устройстве на всех роутах."
"skipped","Sun Dec 28 20:13:47 UTC 2025","Sun Dec 28 20:13:47 UTC 2025","0","tests.ui.qube.elire","test_elire_client_route","","","","test_elire_request_viewing_form[chromium]","Тест формы Request Viewing"
"passed","Sun Dec 28 20:20:05 UTC 2025","Sun Dec 28 20:20:27 UTC 2025","22538","tests.ui.qube.cubix","test_cubix_explore_amenities","","","","test_cubix_explore_amenities[firefox-client]","Тест Explore Amenities для проекта Cubix на всех роутах."
"passed","Sun Dec 28 20:27:47 UTC 2025","Sun Dec 28 20:28:16 UTC 2025","29678","tests.ui.mobile.lsr.mark","test_mark_mobile_building_floor_apartment_navigation","","","","test_mark_mobile_building_floor_apartment_navigation[chromium]","Тест навигации по зданиям, этажам и апартаментам проекта MARK на мобильном устройстве."
"passed","Sun Dec 28 20:06:53 UTC 2025","Sun Dec 28 20:07:04 UTC 2025","10196","tests.ui.qube.arisha","test_arisha_360_area_tour","","","","test_arisha_360_area_tour[firefox-map]","Тест 360 Area Tour для проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:21:09 UTC 2025","Sun Dec 28 20:21:15 UTC 2025","5495","tests.ui.lsr.mark","test_mark_360_area_tour","","","","test_mark_360_area_tour[firefox-lobby-k3]","Тест 360 Area Tour для проекта MARK с разными типами панорам."
"passed","Sun Dec 28 20:08:43 UTC 2025","Sun Dec 28 20:09:20 UTC 2025","36989","tests.ui.qube.arisha","test_arisha_building_floor_apartment_navigation","","","","test_arisha_building_floor_apartment_navigation[webkit-map]","Тест навигации по зданиям, этажам и апартаментам проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:21:41 UTC 2025","Sun Dec 28 20:21:51 UTC 2025","9625","tests.ui.qube.elire","test_elire_explore_amenities","","","","test_elire_explore_amenities[webkit-client]","Тест Explore Amenities для проекта Elire на всех роутах."
"passed","Sun Dec 28 20:31:21 UTC 2025","Sun Dec 28 20:31:32 UTC 2025","10983","tests.ui.mobile.qube.arisha","test_arisha_mobile_explore_amenities","","","","test_arisha_mobile_explore_amenities[chromium-map]","Тест Explore Amenities для проекта Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:19:44 UTC 2025","Sun Dec 28 20:20:04 UTC 2025","20318","tests.ui.qube.arisha","test_arisha_explore_amenities","","","","test_arisha_explore_amenities[firefox-client]","Тест Explore Amenities для проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:42:58 UTC 2025","Sun Dec 28 20:43:09 UTC 2025","11523","tests.ui.mobile.qube.elire","test_elire_mobile_building_floor_apartment_navigation","","","","test_elire_mobile_building_floor_apartment_navigation[chromium-map]","Тест навигации по зданиям, этажам и апартаментам проекта Elire на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:46:07 UTC 2025","Sun Dec 28 20:46:13 UTC 2025","6318","tests.ui.mobile.qube.arisha","test_arisha_mobile_360_area_tour","","","","test_arisha_mobile_360_area_tour[chromium-client]","Тест 360 Area Tour для проекта Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:22:14 UTC 2025","Sun Dec 28 20:22:19 UTC 2025","5748","tests.ui.lsr.mark","test_mark_360_area_tour","","","","test_mark_360_area_tour[webkit-lobby-k1]","Тест 360 Area Tour для проекта MARK с разными типами панорам."
"passed","Sun Dec 28 20:32:11 UTC 2025","Sun Dec 28 20:32:20 UTC 2025","8533","tests.ui.mobile.vibe.arsenal","test_arsenal_mobile_catalog_navigation","","","","test_arsenal_mobile_catalog_navigation[chromium]","Тест перехода в каталог квартир Arsenal на мобильном устройстве."
"passed","Sun Dec 28 20:12:45 UTC 2025","Sun Dec 28 20:12:58 UTC 2025","13701","tests.ui.qube.arisha","test_arisha_explore_amenities","","","","test_arisha_explore_amenities[chromium-map]","Тест Explore Amenities для проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:17:46 UTC 2025","Sun Dec 28 20:18:00 UTC 2025","13285","tests.ui.qube","test_qube_all_projects_amenities","","","","test_all_qube_projects_explore_amenities[webkit-cubix]","
    Единый тест Explore Amenities для всех Qube проектов.

    Использует PageFactory для динамического создания нужной страницы проекта.
    Каждый проект имеет свою реализацию доступа к amenities (инкапсулирована в классе),
    но проверки одинаковые.
    "
"passed","Sun Dec 28 20:10:02 UTC 2025","Sun Dec 28 20:10:16 UTC 2025","14240","tests.ui.qube.arisha","test_arisha_360_area_tour","","","","test_arisha_360_area_tour[chromium-map]","Тест 360 Area Tour для проекта Arisha на всех роутах."
"passed","Sun Dec 28 20:11:23 UTC 2025","Sun Dec 28 20:11:41 UTC 2025","18496","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_full_navigation_cycle_on_map[webkit-arisha]","Тест полного цикла навигации: карта -> проект -> карта."
"skipped","Sun Dec 28 20:08:00 UTC 2025","Sun Dec 28 20:08:00 UTC 2025","0","tests.ui.qube.arisha","test_arisha_apartment_widget","","","","test_arisha_apartment_widget_full_functionality[firefox-map]","Тест полного функционала виджета апартамента Arisha на всех роутах."
"passed","Sun Dec 28 20:20:52 UTC 2025","Sun Dec 28 20:20:57 UTC 2025","5211","tests.ui.lsr.mark","test_mark_360_area_tour","","","","test_mark_360_area_tour[chromium-yard]","Тест 360 Area Tour для проекта MARK с разными типами панорам."
"skipped","Sun Dec 28 20:46:13 UTC 2025","Sun Dec 28 20:46:13 UTC 2025","1","tests.ui.mobile.qube.arisha","test_arisha_mobile_apartment_widget","","","","test_arisha_mobile_apartment_widget_full_functionality[chromium-client]","Тест полного функционала виджета апартамента Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:39:17 UTC 2025","Sun Dec 28 20:39:23 UTC 2025","6794","tests.ui.mobile.lsr.mark","test_mark_mobile_catalog_navigation","","","","test_mark_mobile_catalog_navigation[chromium]","Тест перехода в каталог квартир MARK на мобильном устройстве."
"passed","Sun Dec 28 20:29:58 UTC 2025","Sun Dec 28 20:30:22 UTC 2025","23927","tests.ui.mobile.qube.arisha","test_arisha_mobile_agent_route","TestArishaMobileAgentRoute","","","test_arisha_mobile_download_pdf_on_catalog_page[chromium]","Тест скачивания PDF на странице каталога Arisha на мобильном устройстве."
"passed","Sun Dec 28 20:11:46 UTC 2025","Sun Dec 28 20:11:53 UTC 2025","7062","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_map_page_loads[firefox]","Тест загрузки страницы карты."
"passed","Sun Dec 28 20:17:36 UTC 2025","Sun Dec 28 20:17:46 UTC 2025","9981","tests.ui.qube.elire","test_elire_explore_amenities","","","","test_elire_explore_amenities[webkit-agent]","Тест Explore Amenities для проекта Elire на всех роутах."
"passed","Sun Dec 28 20:35:44 UTC 2025","Sun Dec 28 20:35:49 UTC 2025","4847","tests.ui.mobile.lsr.mark","test_mark_mobile_360_area_tour","","","","test_mark_mobile_360_area_tour[chromium-lobby-k3]","Тест 360 Area Tour для MARK на мобильном устройстве с разными типами панорам."
"passed","Sun Dec 28 20:24:12 UTC 2025","Sun Dec 28 20:24:16 UTC 2025","3925","tests.ui.qube","test_qube_map_projects","TestQubeMapProjects","","","test_project_navigation_on_map[chromium-cubix]","Тест навигации по проектам."
"skipped","Sun Dec 28 20:09:51 UTC 2025","Sun Dec 28 20:09:51 UTC 2025","0","tests.ui.qube.arisha","test_arisha_client_route","","","","test_arisha_send_callback_form_on_client_page[firefox]","Тест отправки формы обратной связи на клиентской странице проекта Arisha."
"passed","Sun Dec 28 20:21:03 UTC 2025","Sun Dec 28 20:21:16 UTC 2025","12887","tests.ui.qube.cubix","test_cubix_explore_amenities","","","","test_cubix_explore_amenities[webkit-client]","Тест Explore Amenities для проекта Cubix на всех роутах."
"passed","Sun Dec 28 20:33:41 UTC 2025","Sun Dec 28 20:34:02 UTC 2025","20370","tests.ui.mobile.qube.arisha","test_arisha_mobile_building_navigation","TestArishaMobileBuildingNavigation","","","test_arisha_mobile_building_floor_apartment_navigation[chromium-agent]","Тест полной навигации по зданию, этажу и квартире на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:23:33 UTC 2025","Sun Dec 28 20:23:48 UTC 2025","15109","tests.ui.qube.cubix","test_cubix_explore_amenities","","","","test_cubix_explore_amenities[chromium-client]","Тест Explore Amenities для проекта Cubix на всех роутах."
"passed","Sun Dec 28 20:10:06 UTC 2025","Sun Dec 28 20:10:34 UTC 2025","27103","tests.ui.qube.cubix","test_cubix_agent_route","","","","test_cubix_download_pdf_on_agent_page[firefox]","Тест скачивания PDF на агентской странице проекта Cubix."
"passed","Sun Dec 28 20:21:08 UTC 2025","Sun Dec 28 20:21:49 UTC 2025","41409","tests.ui.qube.arisha","test_arisha_apartment_widget","","","","test_arisha_apartment_widget_full_functionality[chromium-client]","Тест полного функционала виджета апартамента Arisha на всех роутах."
"passed","Sun Dec 28 20:19:54 UTC 2025","Sun Dec 28 20:20:24 UTC 2025","29686","tests.ui.qube.arisha","test_arisha_apartment_widget","","","","test_arisha_apartment_information[webkit-client]","Тест проверки информации об апартаменте Arisha на всех роутах."
"passed","Sun Dec 28 20:27:13 UTC 2025","Sun Dec 28 20:27:47 UTC 2025","33121","tests.ui.mobile.lsr.mark","test_mark_mobile_apartment_widget","","","","test_mark_mobile_apartment_widget_full_functionality[chromium]","Тест полного функционала виджета апартамента MARK на мобильном устройстве."
"passed","Sun Dec 28 20:41:21 UTC 2025","Sun Dec 28 20:41:55 UTC 2025","33914","tests.ui.mobile.qube.arisha","test_arisha_mobile_apartment_widget","","","","test_arisha_mobile_apartment_widget_full_functionality[chromium-map]","Тест полного функционала виджета апартамента Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:17:36 UTC 2025","Sun Dec 28 20:17:47 UTC 2025","10371","tests.ui.qube.elire","test_elire_explore_amenities","","","","test_elire_explore_amenities[firefox-agent]","Тест Explore Amenities для проекта Elire на всех роутах."
"passed","Sun Dec 28 20:11:14 UTC 2025","Sun Dec 28 20:11:24 UTC 2025","9983","tests.ui.qube.elire","test_elire_explore_amenities","","","","test_elire_explore_amenities[firefox-map]","Тест Explore Amenities для проекта Elire на всех роутах."
"passed","Sun Dec 28 20:32:51 UTC 2025","Sun Dec 28 20:33:07 UTC 2025","15399","tests.ui.mobile.qube.arisha","test_arisha_mobile_360_area_tour","","","","test_arisha_mobile_360_area_tour[chromium-agent]","Тест 360 Area Tour для проекта Arisha на мобильном устройстве на всех роутах."
"passed","Sun Dec 28 20:19:59 UTC 2025","Sun Dec 28 20:20:20 UTC 2025","21006","tests.ui.qube.elire","test_elire_explore_amenities","","","","test_elire_explore_amenities[chromium-agent]","Тест Explore Amenities для проекта Elire на всех роутах."
"passed","Sun Dec 28 20:31:32 UTC 2025","Sun Dec 28 20:31:52 UTC 2025","19787","tests.ui.mobile.qube.cubix","test_cubix_mobile_agent_route","TestCubixMobileAgentRoute","","","test_cubix_mobile_download_pdf_on_catalog_page[chromium]","Тест скачивания PDF на странице каталога Cubix на мобильном устройстве."
"passed","Sun Dec 28 20:23:48 UTC 2025","Sun Dec 28 20:24:01 UTC 2025","13540","tests.ui.qube.elire","test_elire_building_floor_apartment_navigation","","","","test_elire_building_floor_apartment_navigation[chromium-client]","Тест навигации по зданиям, этажам и апартаментам проекта Elire на всех роутах."
"passed","Sun Dec 28 20:34:02 UTC 2025","Sun Dec 28 20:34:14 UTC 2025","11701","tests.ui.mobile.qube.arisha","test_arisha_mobile_explore_amenities","","","","test_arisha_mobile_explore_amenities[chromium-agent]","Тест Explore Amenities для проекта Arisha на мобильном устройстве на всех роутах."
